Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,Henry's constant: mol/(m^3 Pa),D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
IROHED_clean,3.21447,4.41295,5033.59,0.40262,0.013320688086,0,0,4.56E-176
IROROY_clean,3.13858,4.56081,3086.57,0.45424,3.0361232366,4.55E-08,0,0
IRORUE_clean,2.04328,3.13709,2750.42,0.35674,0.45156536772,0,0,6.93E-25
IROVAO_clean,4.95584,5.6206,1078.47,0.54046,0.21249626629,2.27E-08,1.31E-08,0
IROVES_clean,3.93121,4.60047,882.75,0.46354,0.15297005175,5.15E-08,0,0
IRUVUO_clean,4.02964,4.78321,15269.1,0.35418,7.5821919692,0,0,0
ISACIP_clean,3.10457,4.3137,2008.16,0.37086,9.3524579457,0,0,0
ISAYOQ_charged,2.40692,4.57833,4211.14,0.4265,1.6206475728,0,5.67E-21,6.62E-72
ISENIF_clean,4.91316,12.43573,19219.3,0.52374,1626761.4119,2.62E-10,2.82E-10,2.36E-10
ISENUQ_clean,3.6643,5.53051,5127.12,0.47008,1.6218129128,5.92E-09,0,0
ISEQIH_clean,4.38605,5.1202,947.062,0.3276,0.44691404101,0,0,0
ISIKIF_clean,2.13205,3.3127,2480.69,0.48664,1.2393025758,1.12E-35,1.01E-20,2.02E-35
ISIKOL_clean,2.15101,2.58225,2094.86,0.34336,2.72E-05,6.64E-38,0,0
ISIMAZ_clean,2.04027,2.5559,2079.49,0.33566,5.08E-07,2.22E-56,0,0
ISIMUT_clean,2.17658,3.40538,1004.87,0.36402,3.3324039319,0,1.10E-16,0
ISISUZ_clean,2.8401,3.89587,1487.9,0.36436,4.738723231,0,2.81E-09,0
ISIYOZ01_clean,2.66261,3.71372,2077.78,0.40746,0.7325753456,0,1.27E-62,2.95E-19
ISIYOZ_clean,2.66655,3.61191,2065.95,0.40204,0.66498474402,0,2.79E-76,4.39E-20
ISIYUF01_clean,2.78972,4.24776,4664.1,0.46988,0.50261371725,0,0,1.20E-18
ISIYUF02_clean,2.84446,4.18721,2357.94,0.46558,0.8602867661,0,0,4.64E-13
ISIYUF03_clean,2.2413,3.81937,2117.88,0.40286,2.8899321468,0,0,1.58E-16
ISIYUF05_clean,2.94377,4.23348,2340.83,0.45024,1.4445689373,0,0,1.10E-09
ISIYUF_clean,2.85889,4.19864,2364.11,0.46696,0.88681789147,0,0,6.81E-13
ISUCUV_clean,3.35453,5.99066,2519.16,0.56118,0.76537924106,0,4.29E-10,0
ISUFOS_clean,2.4134,4.93033,1412.13,0.41174,1.2645684154,0,0,0
ISUGIN_clean,2.50135,6.0601,4699.67,0.39318,0.63666602017,0,2.50E-38,4.65E-15
ISUGOT_clean,2.53449,5.9325,4748.21,0.3969,0.74659275433,0,0,5.17E-14
ISUXAW_clean,2.18049,2.65657,2182.5,0.38738,0.12109310603,4.69E-22,0,0
ITANUM_clean,2.43338,4.13586,824.966,0.54726,0.08070974183,3.02E-30,4.68E-17,1.23E-16
ITAPAU_clean,4.02632,4.54379,2399.22,0.67692,0.02947943752,1.82E-07,2.16E-07,2.11E-07
ITAPIC_clean,4.44955,5.44639,2922.25,0.73364,0.017584457322,2.64E-07,1.29E-07,2.38E-07
ITETEH_clean,2.43805,3.46907,707.553,0.45052,1.734430506,5.55E-15,1.31E-14,1.05E-14
ITIBET_clean,2.78909,4.42047,1819.06,0.41966,0.88333627982,5.46E-11,8.52E-289,0
ITIBOD_clean,3.43798,4.57111,2079.77,0.41574,3.2230092841,0,0,1.07E-07
ITIPAE_clean,3.62611,4.84518,1704.55,0.45502,0.35962663801,0,2.60E-08,0
ITIPOS_clean,8.05136,9.5516,3604.05,0.62918,0.23721540962,6.54E-11,0,1.71E-08
ITIWAK_clean,3.89669,4.49526,5381.52,0.4711,3.6442514396,0,0,1.27E-07
ITIWEO_clean,4.00007,4.47291,5374.66,0.4734,5.5714702918,0,0,1.05E-07
ITIWIS_charged,4.01547,5.05502,5417.31,0.43566,3.0030924577,0,0,1.06E-07
ITIWOY_charged,4.0372,5.01848,5420.99,0.4371,3.0905614529,0,0,9.55E-08
ITIWUE_charged,4.04278,4.73403,5430.56,0.43858,3.2574331644,0,0,9.41E-08
ITIXAM_clean,3.08377,4.4351,5953.67,0.45126,9.3556393048,0,0,0
ITONAI_clean,2.57199,4.74244,2499.6,0.51746,0.2813207485,0,2.31E-229,0
ITOSEQ_clean,3.69115,5.23599,2609.79,0.60276,0.44258906634,0,4.47E-50,1.68E-22
IVARUT_clean,2.48162,3.63332,1563.63,0.39682,5.0516072621,6.56E-13,0,0
IVEHEW_manual,6.30667,7.67048,2074.99,0.63012,0.18857227781,9.98E-27,1.09E-08,4.18E-08
IVEKEA_clean,7.28254,22.46959,98291.3,0.80124,0.16530030693,0,0,0
IVEQAC_clean,3.36327,4.70927,1574.57,0.42422,1.2126372348,0,6.50E-08,9.47E-148
IVEQEG_clean,3.10039,4.58915,1479.81,0.39546,10.892674874,0,1.52E-08,1.59E-181
IVETOT_clean,6.76524,9.65427,6745.51,0.6512,0.12796713246,1.55E-08,4.04E-09,6.37E-08
IVIKAA_clean,2.59975,3.39207,3262.07,0.42222,0.37256977099,0,1.20E-13,0
IVILEG_clean,12.8751,14.184,11346.2,0.69456,0.21932479389,0,0,1.61E-09
IVIPEK_clean,3.50338,4.54697,3318.79,0.50248,5.7210151254,0,3.30E-11,1.66E-125
IVIXIW_clean,2.66134,3.30475,602.382,0.27714,0.23443286128,1.25E-09,0,0
IVOCON_clean,3.69529,5.06109,2335.71,0.62404,0.3517340267,1.45E-07,8.02E-08,1.13E-07
IVOGUX_clean,4.39197,5.08117,1684.37,0.52302,1.9015645613,0,0,5.65E-09
IVOLEM_clean,2.99167,4.30407,2911.92,0.28528,211.52091291,0,0,9.41E-09
IVOLIQ_clean,3.0086,4.4244,2916.13,0.28554,196.56305125,0,0,1.13E-08
IVOWOG_clean,2.82245,4.78345,3466.87,0.5307,1.5135267832,2.28E-32,0,7.83E-56
IVUVIG_clean,4.15583,5.83241,1869.29,0.52494,0.62527754593,3.06E-08,6.69E-85,1.02E-07
IWAHIZ_clean,4.1713,5.57605,1668.57,0.48724,53.200195611,2.60E-08,1.16E-21,6.32E-38
IWAHUK_clean,4.68457,5.57017,4335.82,0.55092,97.775108433,0,0,3.46E-10
IWAXUZ_clean,4.188,9.08929,24196.2,0.62374,0.062784598964,6.51E-08,6.59E-08,6.59E-08
IWAYAG_clean,4.22047,7.57995,3253.17,0.56008,0.083538350113,1.10E-08,1.10E-08,1.11E-08
IWAYEK_clean,4.27531,9.28923,3090.57,0.62176,0.038822963407,3.40E-08,3.41E-08,3.40E-08
IWAYIO_clean,4.16645,9.02254,24437.2,0.62274,0.044573918559,1.95E-08,4.08E-08,4.14E-08
IWAYOU_clean,4.10279,8.95909,24151.9,0.62422,0.047381005294,5.40E-08,6.99E-08,6.93E-08
IWAYUA_clean,4.22213,9.02957,23833.2,0.62144,0.051455319445,2.78E-08,2.77E-08,4.44E-08
IWAZEL_clean,4.1107,8.95497,24322.5,0.62634,0.055825240295,1.58E-08,3.73E-08,3.74E-08
IWAZIP_clean,4.27017,9.28418,3208.59,0.63052,0.043538539375,3.15E-08,3.16E-08,3.15E-08
IWELIG01_clean,4.36577,4.4618,1817.03,0.39098,31.041917776,1.23E-07,0,0
IWELIG_clean,4.33338,4.51177,1823.88,0.39202,32.734944185,1.28E-07,0,0
IWEVAJ_clean,6.63169,13.59301,30801.4,0.76738,0.060709579671,1.03E-08,1.02E-08,1.97E-08
IWEVUD_clean,5.41968,8.37039,15862.5,0.60058,0.73004566486,0,5.35E-09,0
IWEWAK_clean,5.3524,8.67368,15586.5,0.59114,1.1788250996,0,1.41E-08,0
IWEWEO_clean,5.6432,8.14413,15727.1,0.59658,0.55652588196,0,6.00E-09,0
IWEWIS_clean,4.86948,8.05865,15156.4,0.56116,2.2296673996,0,6.87E-09,0
IWEWOY_clean,19.91621,20.38059,15141.2,0.6653,0.49681647062,5.15E-09,5.17E-09,3.65E-08
IWIPIO_clean,3.9857,4.82643,2407.53,0.68452,0.027156311847,2.12E-07,1.27E-07,2.68E-08
IWOKOW_clean,2.77866,5.35886,15168.5,0.39888,2.3057026054,0,0,0
IWOKUC_clean,5.06525,6.19301,8659.73,0.49176,0.71086307308,0,0,3.76E-08
IWOSAP_clean,3.52774,4.2464,1001.82,0.39214,0.39934742101,0,0,0
IWOSUJ01_clean,3.077,4.72988,624.193,0.43072,41.777461067,0,0,1.18E-10
IWOSUJ_clean,2.57549,4.47385,1232.41,0.41914,21.735940712,0,0,3.20E-12
IWOTAQ_clean,3.07507,4.75874,636.471,0.43536,32.390928725,0,0,1.37E-10
IXAKAU_clean,5.61812,6.26441,5185.92,0.6774,0.21703447862,6.21E-09,0,1.25E-07
IXAMAW_clean,3.17711,4.34161,1019.95,0.52142,1.5574386398,5.30E-14,5.35E-14,4.57E-08
IXAMEA_clean,3.17177,4.35906,1022.43,0.5231,1.5770694932,7.88E-13,7.92E-13,4.76E-08
IXAMIE_clean,3.14899,4.33807,1015.03,0.52132,1.7471142162,2.08E-13,2.01E-13,4.03E-08
IXAZEO_clean,4.32885,4.87578,3536.08,0.57144,0.052642024109,6.65E-09,5.40E-17,1.91E-07
IXEBEU_clean,3.04095,5.33174,9249.91,0.47558,1.6592982177,0,0,0
IXECET_clean,3.53131,8.23128,3284.33,0.54756,13.322702948,6.40E-08,3.85E-08,2.19E-08
IXEDOE_charged,3.04537,6.66717,3508.7,0.52366,1.0242251986,0,8.71E-11,5.41E-08
IXEDUK_charged,6.0719,8.44835,10869.5,0.60326,0.51164497178,0,0,0
IXEFAS_charged,3.83594,6.96233,10957.6,0.49144,0.45752698174,0,0,0
IXEJIG_clean,9.99897,10.41389,13867.1,0.68216,0.14644214469,0,0,4.76E-14
IXEJOL_clean,3.92661,5.41309,10679.3,0.52964,0.54847886119,0,0,2.58E-41
IXEJOM_clean,13.75994,14.63712,8840.74,0.73342,0.16239172735,1.24E-09,8.96E-09,1.39E-08
IXELAA_clean,2.40283,2.78184,3088.28,0.33328,0.0051069180351,4.90E-09,0,0
IXEQIL_clean,2.8244,4.12713,2515.69,0.3291,6.0352652631,0,0,0
IXIKOR01_clean,3.20778,5.01384,5824.45,0.41678,14.487006556,9.37E-08,5.50E-08,0
IXIKOR_clean,3.20347,4.87319,5755.13,0.414,18.819547156,7.60E-08,3.63E-08,0
IXIPAG_clean,3.73699,6.08976,7829.62,0.5877,0.078866043817,2.79E-56,3.38E-07,3.33E-07
IXIPEK_clean,3.58625,5.93824,7568.79,0.57502,0.099427541489,7.97E-69,2.74E-07,1.72E-07
IXIPIO_clean,4.44135,6.21567,8072.22,0.6014,0.059138870963,2.05E-07,1.69E-07,1.75E-07
IXISAJ_clean,4.02681,5.31739,1980.63,0.4823,4.4955571388,5.61E-09,0,0
IXISOX_clean,3.94325,5.17876,2037.75,0.4688,4.6222188804,5.53E-09,0,0
IXISOZ02_clean,3.30714,4.61925,2339.26,0.48612,1.8084608337,0,0,0
IXISUD_clean,3.43701,5.60524,6523.43,0.45074,2.1435437397,1.20E-09,1.22E-09,3.72E-09
IXITIU02_clean,2.38641,4.5569,6850.85,0.48688,1.6599533584,0,6.36E-15,1.05E-19
IXITOA02_clean,2.22291,5.75925,3428.96,0.48176,0.85837520973,0,3.89E-120,5.28E-79
IXODUV_clean,6.42591,6.67056,1516.81,0.6067,0.27844528241,5.45E-08,0,0
IXOFAD_clean,6.6832,6.95399,1519.06,0.61268,0.27276421007,5.05E-08,0,0
IXOFEH_clean,6.43192,6.73401,1494.12,0.5998,0.27588244968,5.52E-08,0,0.00E+00
IXOFIL_clean,6.53786,6.79292,1511.19,0.60438,0.26841041417,5.08E-08,0,0
IXOFOR_clean,5.99869,6.24734,1501.44,0.60162,0.29053932852,2.70E-08,0,0
IXOFUX01_clean,6.34638,6.57035,1532.48,0.60712,0.26283474811,4.56E-08,0,0
IXOFUX_clean,6.54876,6.77024,1532.38,0.61016,0.26469378557,1.55E-08,0,0
IXUHUE_clean,2.41995,3.93989,3295.63,0.41566,0.91004169568,0,1.26E-16,0
IXUQOJ_clean,3.11312,4.98868,8271.39,0.45172,1.5179827802,0,0,0
IXUQUO_clean,3.56931,6.04544,9135.64,0.52058,4.1673582586,3.10E-08,3.34E-08,2.38E-13
IXURID_clean,3.71012,5.05625,1859.55,0.5311,2.2920793589,7.16E-08,4.46E-09,1.78E-08
IXUWII_clean,4.79306,7.36264,4432.72,0.55738,0.74173008163,9.31E-08,0,0
IXUWOO_clean,2.81421,5.91812,3651.58,0.4934,1.9942120599,0,0,1.88E-10
IYAFIX_clean,2.65414,3.48131,2389.94,0.44634,1.2708204608,0,1.39E-09,0
IYAHAT_clean,2.5707,4.56268,2203.17,0.45248,0.56693840446,1.88E-45,1.33E-10,0
IYAHEX_clean,2.5745,4.44435,2207.84,0.44662,0.67829500948,2.85E-43,3.54E-10,0
IYAJID_clean,4.75506,6.54603,7746.69,0.56042,0.69982350039,0,0,0
IYAJOJ_clean,4.57055,6.82446,7951.45,0.56794,0.66820712696,2.31E-08,0,0
IYAJUP_clean,4.45868,6.60156,7906.05,0.55412,0.77713079537,1.58E-08,0,0
IYAKAW_clean,4.85783,6.51006,7789.2,0.56368,0.68447888103,3.93E-08,0,0
IYAKIE_clean,4.73368,6.72962,13085.1,0.658,0.29773766003,0,0,0
IYALUR_clean,3.4538,4.306,12534.8,0.3222,1531.0445509,0,0,0
IYASOS_clean,5.12228,5.51905,2157.17,0.54246,0.81617203576,5.09E-08,0,0
IYAYUE_clean,3.92496,6.08384,1301.57,0.58996,0.61537046586,0,4.38E-08,3.56E-08
IYAZAL_clean,2.45995,4.54868,1945.23,0.49924,2.9211769154,6.82E-51,0,1.63E-13
IYEHAX_clean,5.44447,8.49203,7877.11,0.69208,0.4892820667,1.72E-08,9.78E-09,4.52E-15
IYEPUZ_clean,8.42489,9.00077,7632.97,0.70686,0.26374048112,1.06E-08,0,3.97E-09
IYEQUA_clean,2.70758,3.68254,4813.05,0.40742,3.5624494132,0,0,6.22E-11
IYESIQ_clean,4.45918,5.39164,1558.89,0.6326,0.18818253669,2.56E-08,1.65E-11,7.57E-09
IYESUC_clean,5.30293,9.31454,14480.8,0.6262,0.58257013358,1.31E-16,3.52E-17,1.82E-08
IYEXOZ_clean,4.34374,5.54846,6827.31,0.52428,0.058230334061,1.02E-07,9.16E-08,1.40E-07
IYICUP_clean,5.07694,5.68357,6016.08,0.60464,0.38527682871,4.35E-08,1.10E-07,5.81E-24
IYIGEC_clean,2.9384,3.12299,1799.48,0.26254,0.25839205035,4.14E-09,0,0
IYIHUU_manual,10.04848,11.55016,22474.3,0.72986,0.15199688391,7.27E-09,3.85E-08,2.36E-08
IYITOB_clean,7.13895,8.85671,16606.1,0.64154,0.092934048377,0,3.74E-08,0
IYOBAA_clean,4.70967,6.78486,4140.22,0.49454,0.20884987435,4.56E-09,0,0
IYOCIK_clean,5.63961,8.45702,15732.5,0.6117,0.11542288823,0,0,0
IYOCOQ_clean,5.44558,8.56773,15636.3,0.61086,0.12039881507,0,1.43E-08,0
IYOCUW_clean,5.80951,8.63499,15615.6,0.62448,0.14277454031,0,0,0
IYODAD_clean,5.90345,9.08308,15512.9,0.624,0.10515726263,0,7.71E-09,0
IYOQAQ_clean,3.67085,4.77079,1687.55,0.52008,2.6893595269,0,0,2.60E-08
IYOQIY_clean,2.59714,3.77447,1443.26,0.484,1.2449993263,0,0,1.05E-11
IYOSUM_clean,3.85055,6.11781,8463.05,0.64776,0.50635450388,3.92E-08,0,1.58E-10
IYOTAT_clean,3.84165,6.06602,8379.1,0.64104,0.54373136806,0,1.74E-13,3.87E-13
IYOVEY_clean,4.15468,5.11177,2420.63,0.49208,1.3742845735,0,4.93E-09,0
IYOVIC_clean,4.1342,5.01933,2372.42,0.48382,1.4994360431,0,1.48E-09,0
IYOVOI_clean,2.97784,4.80248,2066.47,0.49012,1.7745953074,0,0,0
IYOVUO_clean,3.05539,4.76863,2048.34,0.49244,1.991077452,0,0,0
IYOWID_manual,7.10327,20.18411,21337.8,0.81186,0.039224750497,2.38E-08,3.54E-08,2.81E-08
IYUCEM_clean,8.49675,8.99549,4511.73,0.55488,0.16585502213,4.23E-09,0,1.94E-38
IYUCIQ_clean,8.024,10.00653,9301.92,0.65704,0.1429914087,0,0,1.88E-08
IYUHEQ_clean,2.87509,3.5619,4963.43,0.33638,3.4519836754,0,0,1.35E-11
IYUHIU_ion_b,2.06111,3.88574,12856.3,0.4084,4.0992907101,0,0,0
IYUHOA_clean,4.46112,7.11469,7615.16,0.57416,0.77445442377,0,0,2.99E-08
IYUHOB_clean,5.66581,8.67772,4658.97,0.66366,3.8227028057,1.43E-10,3.50E-08,2.26E-10
IYUHUG_ion_b,6.30448,8.85794,17774.2,0.65098,0.16837032313,0,0,1.66E-08
IYUJAO_clean,3.8847,5.97682,4183.19,0.48208,2.0642524899,0,1.21E-09,1.21E-09
IYUQEZ_clean,4.71498,14.19047,30520.5,0.68068,0.065745104506,6.94E-08,7.04E-08,6.85E-08
IYUQID_clean,11.26507,15.05593,30520.5,0.72756,0.052175294248,6.44E-09,6.92E-09,6.61E-09
IYUROK_clean,2.28015,2.82631,1751.64,0.34892,0.062733625156,0,0,7.97E-14
IZEBAR_clean,4.3081,6.30463,2798.72,0.61614,0.46207312599,0,8.39E-09,1.44E-08
IZEBEV_clean,3.24406,3.59257,1740.04,0.3855,0.52540750786,4.71E-08,0,0
IZEFEZ_charged,4.15179,9.341,8151.24,0.51828,4.6798852681,0,0,0
IZEHAX_clean,2.9536,4.16296,1179.09,0.43604,5.2081616912,1.41E-09,0,0
IZENEI_clean,5.70732,6.47019,11325.4,0.6311,0.77953531443,3.03E-08,2.16E-08,3.06E-08
IZENIM_clean,5.61865,6.45245,11319.4,0.62066,0.82611056609,2.75E-11,2.62E-11,7.98E-09
IZENUY_clean,5.48794,8.58256,10463.2,0.66392,0.20779000089,9.58E-18,1.97E-07,8.46E-08
IZEPAF_clean,7.48535,23.70926,23197.9,0.77978,0.11221273399,1.07E-08,1.07E-08,1.10E-08
IZEPEJ_clean,6.5374,23.48326,16180.6,0.78564,0.10466100079,0,0,0
IZEQUB_clean,5.26308,6.82667,4394.84,0.59462,1.1180307929,0,1.03E-08,1.50E-07
IZERAI_clean,20.85074,21.42879,6709.57,0.7622,48.037896954,5.15E-09,2.25E-13,4.22E-10
IZETUE_clean,3.09141,6.10213,5740.97,0.45086,0.54316961609,0,0,0
IZEVAM_clean,2.73055,6.07703,1203.73,0.50886,0.2536731156,2.35E-11,2.35E-11,3.98E-10
IZEWAN_clean,8.23875,8.87369,4631.86,0.65026,0.64093537854,0,0,0
IZIGUV_clean,6.81305,7.87977,13955.3,0.6887,0.3739489018,0,0,0
IZIHAC_clean,4.96832,7.11654,13083.4,0.54582,0.2611198211,0,0,0
IZIHEG_clean,4.90779,6.9559,12825.6,0.55298,0.29017576375,0,0,0
IZIHIK_clean,5.0137,6.75217,12817.7,0.51264,0.59516059662,0,0,0
IZIHOQ_clean,4.77075,6.70804,12609.6,0.5413,0.29354802787,0,0,0
IZIKEJ_clean,2.66575,4.38433,2440.37,0.55692,0.14002180062,2.66E-25,2.66E-25,0
IZIKOT02_clean,2.74256,4.72364,835.816,0.5712,0.13712542104,0,2.50E-12,1.92E-17
IZISEQ_clean,3.4285,3.9802,8571.8,0.42048,12.307645841,0,0,0
IZOJOW_clean,2.61392,3.54925,4563.34,0.51448,0.0061974663421,6.56E-221,6.32E-124,7.06E-13
IZOTUM_clean,2.17722,3.37225,2072.36,0.43116,1.2219906249,1.01E-53,5.88E-49,0
IZOWAW_clean,11.41359,18.36533,10264.9,0.81672,0.034483696873,6.18E-08,1.77E-07,4.28E-08
IZOWEA_clean,8.03163,9.7293,9788.5,0.7426,0.010044128732,7.08E-08,0,7.22E-08
IZULUL_clean,5.24639,7.08508,4898.72,0.65454,27.580836173,4.91E-12,1.97E-12,1.53E-09
IZUMUM_clean,4.10918,5.18789,2634.79,0.49808,0.33401937562,0,1.72E-08,4.77E-08
IZUSEC_clean,3.35581,9.902,5053.03,0.5472,6.1915198691,0,0,0
IZUVUV_clean,10.56047,10.86016,15209.5,0.63888,0.05581196192,0,0,0
ja039022msi20031007_110612_clean,4.24083,4.80497,980.183,0.39956,1.3107589791,8.75E-08,0,0
ja0660047si20060818_060256_clean,3.97422,5.83441,6849.2,0.57414,1.6444944943,3.50E-08,3.51E-08,0
ja0660047si20060818_060458_clean,3.5539,6.19289,1745.69,0.54844,5.5621340808,2.71E-09,2.43E-09,0
ja0734952si20070516_030528_clean,6.6482,12.60121,11808.1,0.58922,8.4014389684,0,0,0
ja073612tsi20070723_060520_clean,3.30417,5.77231,1980.54,0.60516,0.084673416104,1.13E-188,2.10E-237,4.23E-64
ja073612tsi20070723_060623_clean,3.37,5.74435,1982.91,0.6039,0.081548797581,6.34E-30,5.09E-151,6.26E-63
ja074366osi20070816_031204_clean,7.81785,15.00949,4297.08,0.80102,0.031134822892,4.76E-08,4.73E-08,4.76E-08
ja0752540-file002_clean,7.44505,8.03903,17158.8,0.64458,0.43340680482,0,4.56E-09,0
ja076167asi20070815_063752_clean,4.63298,5.694,12356,0.64014,0.86433014469,3.14E-13,3.49E-08,3.22E-08
ja078060t-file002_clean,8.56554,17.30515,60642.9,0.78662,0.23238978959,0,0,0
ja101440z_si_001_clean,5.1559,5.72861,1567.91,0.56402,0.86134804641,3.57E-19,4.66E-19,2.24E-08
ja102862j_si_005_clean,5.30611,16.02508,7152.37,0.69362,0.35371472055,8.64E-09,8.20E-09,8.34E-09
ja106851d_si_001_clean,2.87794,4.54341,4160.55,0.44298,4.3890457354,0,2.30E-57,0
ja109659k_si_002_clean,6.37673,11.06908,3648.28,0.62412,0.35678758157,1.22E-07,1.23E-07,1.22E-07
ja110042b_si_003_clean,6.34632,18.07666,18930.8,0.76256,0.10875330228,0,0,0
ja111042f_si_002_clean,10.63645,13.52313,6118.22,0.78712,0.12990699938,3.22E-08,2.89E-09,3.43E-08
ja202154j_si_003_clean,3.67605,11.26468,2503.33,0.59166,0.71442837753,4.09E-132,2.67E-09,2.67E-09
ja202303b_si_002_clean,2.46864,5.7752,14281.4,0.40926,2.9276589419,0,0,0
ja203898s_si_004_clean,4.66555,8.75555,3401.26,0.5923,0.85777311083,2.32E-08,1.60E-08,2.31E-08
ja203898s_si_006_clean,2.03148,10.35929,4801.63,0.59604,0.5163422315,0,3.02E-84,3.71E-140
ja204757x_si_002_clean,2.76518,11.36524,2469.27,0.58018,0.098698403454,0,1.42E-13,6.88E-14
ja204757x_si_003_clean,2.72828,11.28245,2427.67,0.57474,0.10706867092,0,1.75E-14,1.09E-13
ja205976v_si_004_clean,7.59646,8.77924,1309.52,0.54792,0.058607763397,8.42E-09,0,0
ja205976v_si_006_clean,10.8708,11.65629,1352.01,0.65546,0.11559457215,1.11E-08,0,0
ja206029a_si_003_clean,8.48661,11.23865,6148.86,0.71668,8.9248124723,1.34E-09,1.29E-09,1.09E-32
ja206917z_si_001_clean,4.64417,5.43618,5231.97,0.54866,0.043449085812,0,0,0
ja300034j_si_002_clean,17.04991,17.10587,2800.68,0.76032,0.093885806347,6.10E-08,0,0
ja302110d_si_001_clean,5.94701,7.77723,3785.45,0.64792,0.21184435702,2.15E-08,4.98E-08,8.77E-09
ja302340b_si_002_clean,7.26629,8.07274,8847.84,0.55266,1.4060115857,0,3.03E-11,1.97E-196
ja302380x_si_003_clean,4.01657,5.58172,8181.22,0.57466,0.75853154697,0,0,1.08E-117
ja305196u_si_002_clean,2.33109,2.8245,377.196,0.40112,0.0010605983777,4.34E-150,1.23E-117,8.63E-12
ja305196u_si_003_clean,2.31192,2.80165,375.244,0.39834,0.00066196977949,2.42E-158,6.39E-118,5.68E-12
ja3082523_si_004_clean,7.72356,14.86965,79399.4,0.76132,0.067454035272,0,0,0
ja308995t_si_002_clean,6.12756,7.04965,2321.08,0.49696,0.99178212121,6.04E-08,0,0
ja4012707_si_003_clean,4.5722,5.7524,353.793,0.66014,0.2096238065,1.29E-07,9.02E-08,8.99E-08
ja4012707_si_004_clean,4.86455,6.06487,770.103,0.67514,0.11414255222,8.34E-08,1.31E-07,1.68E-07
ja4012707_si_005_manual,2.9156,4.05309,1944.47,0.58366,0.13144600575,3.43E-09,3.31E-09,3.21E-09
ja4015666_si_002_clean,8.74534,9.74379,3767.98,0.74362,0.092476699118,5.05E-08,3.35E-08,2.69E-08
ja4015666_si_003_clean,8.65124,9.88108,3733.14,0.74502,0.094383530114,3.36E-09,3.47E-08,3.32E-08
ja4015666_si_005_clean,8.69395,9.70807,3779.27,0.74472,0.099158882156,7.43E-09,2.47E-08,2.30E-08
ja403810k_si_002_clean,19.17164,24.11753,119391,0.84492,0.046993394367,0,0,0
ja403810k_si_003_clean,25.88775,31.00823,212953,0.89912,0.028595276107,0,0,0
ja4050828_auto,28.39453,28.89232,22145.3,0.80524,0.089831451114,5.42E-09,1.42E-08,9.19E-92
ja406030p_si_002_manual,15.29772,18.15631,11512.3,0.97434,0.0018313247189,5.10E-07,3.12E-07,4.28E-07
ja406030p_si_003_clean,10.16373,14.1782,11367.8,0.76068,0.31502871007,7.27E-10,2.17E-09,7.03E-08
ja406030p_si_004_clean,8.46252,12.08457,11166.1,0.74036,0.49604524257,5.72E-09,5.81E-09,4.51E-08
ja406030p_si_005_manual,7.23079,11.32744,11592.8,0.7283,0.44567856523,0,0,8.58E-08
ja406030p_si_006_manual,6.98739,10.46193,11451.8,0.73372,0.41370887507,9.94E-09,9.86E-09,2.35E-09
ja406030p_si_007_manual,12.78298,14.82689,11516.9,0.9707,0.0017872731679,3.35E-07,4.65E-07,4.83E-07
ja406030p_si_008_manual,8.75595,11.43811,11497.2,0.73602,0.4578155507,3.90E-09,4.03E-09,3.67E-09
ja406030p_si_009_manual,6.06696,11.15263,11537,0.72122,0.43907613378,1.80E-08,0,1.62E-08
ja406030p_si_010_clean,4.10716,7.61096,11325.1,0.61362,108.5099199,0,0,1.59E-08
ja406844r_si_002_clean,8.08138,11.02697,10763.9,0.72562,0.43514501852,0,0,5.03E-09
ja407778a_si_003_clean,4.23364,5.54239,847.046,0.63448,0.22859880899,7.12E-08,9.00E-10,8.09E-10
ja408959g_si_002_clean,30.12322,30.6813,24501.1,0.81868,0.047643911552,0,0,1.73E-08
ja408959g_si_003_clean,14.2446,17.26469,24501.1,0.72112,0.10001066187,0,0,0
ja410368j_si_002_clean,3.13462,11.43118,2453.34,0.58238,0.36839622957,0,4.17E-09,4.20E-09
ja411887c_si_002_clean,8.64962,11.61199,12027.7,0.74732,0.093495001395,0,0,0
ja500330a_si_002_clean,3.14945,7.11624,5656.21,0.5216,0.81454042566,6.01E-10,5.71E-10,6.21E-10
ja500330a_si_005_clean,3.40628,5.69431,7114.51,0.59848,0.22239052968,4.70E-08,4.77E-08,2.55E-08
ja500330a_si_006_auto,5.76461,11.18428,19359.8,0.68974,0.12209468161,0,0,0
ja500330a_si_007_auto,14.17701,19.16093,43156.8,0.75836,7.1769190868,0,0,0
ja500330a_si_009_auto,4.0759,9.73093,11648.6,0.62382,0.67141780643,0,1.98E-08,1.67E-09
ja500618z_si_002_clean,2.10517,4.2205,923.756,0.49154,0.51398162363,7.15E-71,5.30E-70,4.41E-33
ja500618z_si_003_clean,2.10803,4.22361,924.949,0.49252,0.51023394575,4.90E-69,2.71E-68,1.09E-32
ja500618z_si_004_clean,2.11138,4.22654,926.075,0.49344,0.50668965732,4.84E-68,2.98E-67,2.85E-32
ja500618z_si_005_clean,2.11905,4.2336,927.414,0.49428,0.5045246929,1.17E-66,6.41E-66,1.17E-31
